DATE,TIME,PICK UP ADDRESS
7/3/2014,1:00:00 PM, 57 E 128 St NYC
7/3/2014,1:00:00 PM," 799 E 150th St South Bronx, BX"
7/3/2014,1:00:00 PM," 1265 Gerard Ave High Bridge, BX"
7/3/2014,1:00:00 PM," 1983 Sedgwick Ave Morris Heights, BX"
7/3/2014,1:00:00 PM, 470 W 153 St New York
7/3/2014,1:00:00 PM, 1833 Amsterdam Ave New York
7/3/2014,1:00:00 PM, 3119 Webster Ave Bronx
7/3/2014,1:00:00 PM," 1265 Walton Ave High Bridge, BX"
7/3/2014,1:00:00 PM," 2785 Sedgwick Ave Jerome, BX"
7/3/2014,1:01:00 PM," 2800 Sedgwick Ave Jerome, BX"
7/3/2014,1:02:00 PM, 125 Seaman Ave NYC
7/3/2014,1:02:00 PM," 1001 Dr Martin Luther King Jr Blvd High Bridge, BX"
7/3/2014,1:02:00 PM," 2590 Frisby Ave Morris Park, BX"
7/3/2014,1:02:00 PM,main floor 462 1st Ave New York
7/3/2014,1:03:00 PM," 1655 Undercliff Ave Morris Heights, BX"
7/3/2014,1:03:00 PM, 10 Cooper St NYC
7/3/2014,1:03:00 PM,9th floor 20 E 106th St New York
7/3/2014,1:04:00 PM, 4290 Broadway NEW YORK
7/3/2014,1:05:00 PM,por beak st 91 Payson Ave NYC
7/3/2014,1:06:00 PM,"PARKEO DE TARGET 40 W 225th St Kingsbridge, BX"
7/3/2014,1:06:00 PM," 3201 Oxford Ave Kingsbridge, BX"
7/3/2014,1:06:00 PM, 4876 Broadway NYC
7/3/2014,1:06:00 PM,4 S  4 Pinehurst Ave NYC
7/3/2014,1:06:00 PM," 3408 Giles Pl Kingsbridge, BX"
7/3/2014,1:07:00 PM, 4405 Broadway NYC
7/3/2014,1:08:00 PM, 1809 3 Ave NYC
7/3/2014,1:08:00 PM, 3716 10 Ave NYC
7/3/2014,1:08:00 PM, 73 Ellwood st NYC
7/3/2014,1:08:00 PM, 3716 10 Ave NYC
7/3/2014,1:09:00 PM, 5057 Broadway NYC
7/3/2014,1:10:00 PM, 50 Park Ter W NYC
7/3/2014,1:10:00 PM, 512 W 207 St NYC
7/3/2014,1:15:00 PM, 4455 Broadway NYC
7/3/2014,1:15:00 PM, 50 Paladino Ave New York
7/3/2014,1:16:00 PM,Fourth Fl 1727 Amsterdam Ave New York
7/3/2014,1:16:00 PM, 2949 8 Ave NYC
7/3/2014,1:16:00 PM, 2 Ellwood St NYC
7/3/2014,1:17:00 PM," 170 W 233rd St Kingsbridge, BX"
7/3/2014,1:18:00 PM, 130 West 228th St Bronx
7/3/2014,1:18:00 PM,1st FL 1919 Madison Ave New York
7/3/2014,1:20:00 PM, 514 W 211 St NYC
7/3/2014,1:21:00 PM, 10 Cooper St NYC
7/3/2014,1:21:00 PM,main floor 462 1st Ave New York
7/3/2014,1:22:00 PM," 4422 3rd Ave Tremont, BX"
7/3/2014,1:22:00 PM," 231 W 246th St Riverdale, BX"
7/3/2014,1:23:00 PM," 2694 Valentine Ave Fordham, BX"
7/3/2014,1:23:00 PM, 600 W 218 St NYC
7/3/2014,1:25:00 PM, 23 Vermilyea Ave NYC
7/3/2014,1:25:00 PM," 3150 Bailey Ave Kingsbridge, BX"
7/3/2014,1:25:00 PM, 122 E 76 St NYC
7/3/2014,1:25:00 PM, 1901 1 Ave NYC
7/3/2014,1:26:00 PM, 71 Post Ave NYC
7/3/2014,1:26:00 PM, 690 Academy St NYC
7/3/2014,1:27:00 PM," 2590 Frisby Ave Morris Park, BX"
7/3/2014,1:27:00 PM,2nd Floor 64 Nagle Ave New York
7/3/2014,1:27:00 PM, 50 Park Ter E NYC
7/3/2014,1:27:00 PM, 419 West 147 St NYC
7/3/2014,1:27:00 PM,1st floor 4405 Broadway New York
7/3/2014,1:28:00 PM, 95 Thayer St NYC
7/3/2014,1:29:00 PM," 100 Van Cortlandt Park S Kingsbridge, BX"
7/3/2014,1:30:00 PM," 57-18 Woodside Ave Woodside, QU"
7/3/2014,1:30:00 PM," 1221 Jerome Ave High Bridge, BX"
7/3/2014,1:30:00 PM," 5311 99th St Corona, QU"
7/3/2014,1:30:00 PM," 801 Tilden St Williamsbridge, BX"
7/3/2014,1:31:00 PM,base  4980 Broadway NYC
7/3/2014,1:31:00 PM,base  4980 Broadway NYC
7/3/2014,1:31:00 PM, 34 Hillside Ave NYC
7/3/2014,1:31:00 PM, 571 Academy St NYC
7/3/2014,1:32:00 PM,train staiont 600 W 176 St NYC
7/3/2014,1:32:00 PM, 708 W 171 St NYC
7/3/2014,1:33:00 PM, 1901 1st Ave New York
7/3/2014,1:34:00 PM,base  4980 Broadway NYC
7/3/2014,1:34:00 PM, 4405 Broadway NYC
7/3/2014,1:34:00 PM,apple bees nw W 225 St NYC
7/3/2014,1:34:00 PM,15/00 65 W 90 St NYC
7/3/2014,1:37:00 PM," 518 E 149th St South Bronx, BX"
7/3/2014,1:37:00 PM, 668 Riverside Dr NYC
7/3/2014,1:37:00 PM,train staiont 600 W 176 St NYC
7/3/2014,1:38:00 PM, 513 W 166 St New York
7/3/2014,1:39:00 PM, 15 Ave A NEW YORK
7/3/2014,1:39:00 PM," 1250 Waters Pl Morris Park, BX"
7/3/2014,1:40:00 PM, 101 Sherman Ave NYC
7/3/2014,1:40:00 PM, 2805 Dewey Ave Bronx
7/3/2014,1:41:00 PM, 248 Sherman Ave NYC
7/3/2014,1:41:00 PM, 61 Post Ave NYC
7/3/2014,1:42:00 PM," 2680 Heath Ave Kingsbridge, BX"
7/3/2014,1:43:00 PM," 3605 Sedgwick Ave Kingsbridge, BX"
7/3/2014,1:44:00 PM, 423 E 23 St NYC
7/3/2014,1:44:00 PM,"garage 2600 Netherland Ave Kingsbridge, BX"
7/3/2014,1:44:00 PM,"5 1225 Morris Park Ave Morris Park, BX"
7/3/2014,1:45:00 PM, 65 Park Ter E NYC
7/3/2014,1:45:00 PM, 3906 10 Ave NYC
7/3/2014,1:45:00 PM, 200 W 143 St New York
7/3/2014,1:45:00 PM, 2819 Morris Ave Bronx
7/3/2014,1:45:00 PM, 2770 Kingsbridge Ter Bronx
7/3/2014,1:46:00 PM,esquina nw Broadway NYC
7/3/2014,1:46:00 PM, 521 W 161 St NYC
7/3/2014,1:47:00 PM, 710 W 168 St NEW YORK
7/3/2014,1:48:00 PM, 310 Riverside Dr NYC
7/3/2014,1:48:00 PM, 118 Baxter St NYC
7/3/2014,1:49:00 PM, 631 Academy St NYC
7/3/2014,1:49:00 PM, 5141 Broadway NYC
7/3/2014,1:50:00 PM, 585 W 204 St NYC
7/3/2014,1:50:00 PM, 505 E 70 St NYC
7/3/2014,1:54:00 PM, 115 W 31 St NYC
7/3/2014,1:57:00 PM, 619 Academy St NYC
7/3/2014,1:57:00 PM, 4147 Broadway NYC
7/3/2014,1:57:00 PM, 1000 10th Ave New York
7/3/2014,1:57:00 PM," 3489 Fort Independence St Kingsbridge, BX"
7/3/2014,1:59:00 PM, 520 W 218 St NYC
7/3/2014,1:59:00 PM," 123 Elliot Pl High Bridge, BX"
7/3/2014,2:00:00 PM, 34 Hillside Ave NYC
7/3/2014,2:00:00 PM," 60-87 MYRTLE Flushing, QU"
7/3/2014,2:00:00 PM," 5005 45th St Woodside, QU"
7/3/2014,2:00:00 PM," 90-23 204th St Hollis, QU"
7/3/2014,2:00:00 PM, 3675 Broadway NYC
7/3/2014,2:01:00 PM,casa del mofongo  nw St Nicholas Ave NYC
7/3/2014,2:01:00 PM, 462 1 Ave NYC
7/3/2014,2:01:00 PM,1st Fl 2371 Arthur Ave Bronx
7/3/2014,2:02:00 PM, 868 Amsterdam Ave NYC
7/3/2014,2:02:00 PM,"school 231 W 246th St Riverdale, BX"
7/3/2014,2:02:00 PM, 69 Bennett Ave NYC
7/3/2014,2:02:00 PM," 625 E Fordham Rd Fordham, BX"
7/3/2014,2:04:00 PM, 97 Ellwood St NYC
7/3/2014,2:06:00 PM, 130 E 77 St NYC
7/3/2014,2:07:00 PM,"el gimnasio 5500 Broadway Kingsbridge, BX"
7/3/2014,2:08:00 PM, 502 W 177 St NYC
7/3/2014,2:08:00 PM, 16 W 137th St New York
7/3/2014,2:09:00 PM, 10 Adrian Ave NYC
7/3/2014,2:10:00 PM, 99 Marble Hill Ave NYC
7/3/2014,2:13:00 PM, 145 Seaman Ave NYC
7/3/2014,2:13:00 PM, 918 Leggett Ave Bronx
7/3/2014,2:13:00 PM, 546 Isham St NYC
7/3/2014,2:14:00 PM, 654 W 170 St NYC
7/3/2014,2:16:00 PM," 3801 Hudson Manor Ter Kingsbridge, BX"
7/3/2014,2:16:00 PM, 1650 Selwyn Ave Bronx
7/3/2014,2:17:00 PM, 641 W 169 St NYC
7/3/2014,2:17:00 PM,base  4980 Broadway NYC
7/3/2014,2:17:00 PM, 4918 Broadway NYC
7/3/2014,2:19:00 PM, 232 Sherman Ave NYC
7/3/2014,2:19:00 PM," 108 W 227th St Kingsbridge, BX"
7/3/2014,2:19:00 PM, 129 E 123 St NYC
7/3/2014,2:20:00 PM, 4918 Broadway NYC
7/3/2014,2:20:00 PM," 3225 Parkside Pl Williamsbridge, BX"
7/3/2014,2:21:00 PM, 130 E 77 St NYC
7/3/2014,2:22:00 PM, 227 Haven Ave NYC
7/3/2014,2:22:00 PM," 2261 Andrews Ave N Jerome, BX"
7/3/2014,2:23:00 PM, 517 W 212 St NYC
7/3/2014,2:25:00 PM," 2261 Andrews Ave N Jerome, BX"
7/3/2014,2:25:00 PM," 2545 Sedgwick Ave Jerome, BX"
7/3/2014,2:25:00 PM, 780 8 Ave NYC
7/3/2014,2:27:00 PM," 260 E 188th St Fordham, BX"
7/3/2014,2:27:00 PM, 568 W 173 St NYC
7/3/2014,2:28:00 PM," 2599 Briggs Ave Fordham, BX"
7/3/2014,2:28:00 PM, 2511 Sedgwick Ave Bronx
7/3/2014,2:28:00 PM," 2432 Grand Concourse Fordham, BX"
7/3/2014,2:29:00 PM, 1825 Madison Ave NYC
7/3/2014,2:29:00 PM,First floor 1820 Madison Ave New York
7/3/2014,2:29:00 PM, 1675 Broadway NYC
7/3/2014,2:30:00 PM," 3400 Bainbridge Ave Williamsbridge, BX"
7/3/2014,2:30:00 PM, 55 Park Ter E NYC
7/3/2014,2:30:00 PM," 2537 Decatur Ave Fordham, BX"
7/3/2014,2:30:00 PM, 77 Park Ter E NYC
7/3/2014,2:30:00 PM, 15 W 65 St NYC
7/3/2014,2:30:00 PM," 1647 Macombs Rd Morris Heights, BX"
7/3/2014,2:30:00 PM, 2058 Haviland Ave Bronx
7/3/2014,2:31:00 PM," 1764 Westchester Ave Soundview, BX"
7/3/2014,2:31:00 PM," 3444 Kossuth Ave Williamsbridge, BX"
7/3/2014,2:31:00 PM, 575 W 172 St NYC
7/3/2014,2:34:00 PM, 2737B Kingsbridge Ter Bronx
7/3/2014,2:35:00 PM," 3400 Bainbridge Ave Williamsbridge, BX"
7/3/2014,2:35:00 PM," 1920 Hennessy Pl Morris Heights, BX"
7/3/2014,2:36:00 PM, 635 W 165 St NYC
7/3/2014,2:36:00 PM, 111 W 110 St NYC
7/3/2014,2:37:00 PM," 2300 Westchester Ave Parkchester, BX"
7/3/2014,2:38:00 PM, 12 Dongan Pl NYC
7/3/2014,2:39:00 PM, 159-70 8 Ave NYC
7/3/2014,2:39:00 PM,base  4980 Broadway NYC
7/3/2014,2:39:00 PM,back 150 W 225 St NYC
7/3/2014,2:40:00 PM," 1175 Walton Ave High Bridge, BX"
7/3/2014,2:43:00 PM, 85 Fairview Ave NYC
7/3/2014,2:43:00 PM, 80 Arden St NYC
7/3/2014,2:43:00 PM, 4422 3rd Ave Bronx
7/3/2014,2:44:00 PM,base  4980 Broadway NYC
7/3/2014,2:45:00 PM," 10234 86th St Ozone Park, QU"
7/3/2014,2:45:00 PM," 1965 Vyse Ave Westfarms, BX"
7/3/2014,2:46:00 PM," 3800 Independence Ave Kingsbridge, BX"
7/3/2014,2:46:00 PM," 2600 Netherland Ave Kingsbridge, BX"
7/3/2014,2:47:00 PM, 60 Haven Ave NYC
7/3/2014,2:47:00 PM, 4290 Broadway NYC
7/3/2014,2:47:00 PM, 603 Academy St NYC
7/3/2014,2:48:00 PM,path mark 410 W 207 St NYC
7/3/2014,2:50:00 PM," 3050 Corlear Ave Kingsbridge, BX"
7/3/2014,2:50:00 PM," 3451 Giles Pl Kingsbridge, BX"
7/3/2014,2:50:00 PM, 133 Seaman Ave NYC
7/3/2014,2:51:00 PM, 579 W 215 St NYC
7/3/2014,2:52:00 PM,base  4980 Broadway NYC
7/3/2014,2:53:00 PM, 361 W 125 St NYC
7/3/2014,2:53:00 PM, 1328 St Nicholas Ave NYC
7/3/2014,2:54:00 PM, 511 W 143 St NYC
7/3/2014,2:55:00 PM," 2765 Kingsbridge Ter Kingsbridge, BX"
7/3/2014,2:56:00 PM, 2825 Webb Ave Bronx
7/3/2014,2:59:00 PM,credit card 740 W 187 St NYC
7/3/2014,2:59:00 PM, 140 Wadsworth Ave NYC
7/3/2014,3:00:00 PM, 4489 Broadway NYC
7/3/2014,3:00:00 PM, 99 Fort Washington Ave NEW YORK
7/3/2014,3:00:00 PM," 1820 Loring Pl S Morris Heights, BX"
7/3/2014,3:01:00 PM,c twon nw   St Nicholas Ave NYC
7/3/2014,3:03:00 PM,hotel 2296 Frederick Douglass Blvd NYC
7/3/2014,3:04:00 PM,pathmark nw W 207 St NYC
7/3/2014,3:04:00 PM, 305 W 97 St New York
7/3/2014,3:05:00 PM, 444 Gerard Ave Bronx
7/3/2014,3:06:00 PM, 33 W 125th St New York
7/3/2014,3:06:00 PM," 2690 Morris Ave Jerome, BX"
7/3/2014,3:08:00 PM, 280 Fort Washington Ave NYC
7/3/2014,3:08:00 PM, 514 W 211 St NYC
7/3/2014,3:08:00 PM,base  4980 Broadway NYC
7/3/2014,3:09:00 PM,cerverseria nw   W 204 St NYC
7/3/2014,3:09:00 PM, 361 W 125 St NYC
7/3/2014,3:09:00 PM, 333 E 38 St NYC
7/3/2014,3:11:00 PM, 404 Major Deegan Expressway Bronx
7/3/2014,3:12:00 PM, 70 Park Ter E NYC
7/3/2014,3:12:00 PM, 17 Nagle Ave NYC
7/3/2014,3:14:00 PM, 260 Audubon Ave NYC
7/3/2014,3:17:00 PM, 4877 Broadway NYC
7/3/2014,3:18:00 PM,"amp supermarket  Riverdale Ave Riverdale, BX"
7/3/2014,3:18:00 PM, 4292 Broadway NYC
7/3/2014,3:18:00 PM," 235 W 230th St Kingsbridge, BX"
7/3/2014,3:18:00 PM, 635 Madison Ave NYC
7/3/2014,3:18:00 PM, 603 W 184 St NYC
7/3/2014,3:19:00 PM," 1963 Ryer Ave Tremont, BX"
7/3/2014,3:19:00 PM, 525 E 68 St NYC
7/3/2014,3:20:00 PM," 1963 Ryer Ave Tremont, BX"
7/3/2014,3:20:00 PM, 60 Seaman Ave NYC
7/3/2014,3:21:00 PM," 3333 Henry Hudson Pkwy W Kingsbridge, BX"
7/3/2014,3:22:00 PM, 600 W 204 St NYC
7/3/2014,3:22:00 PM, 132 Dyckman St NYC
7/3/2014,3:23:00 PM, 1090 Amsterdam Ave NYC
7/3/2014,3:24:00 PM, 503 West 138 St NYC
7/3/2014,3:25:00 PM, 313 W 143 St NYC
7/3/2014,3:26:00 PM, 161 Fort Washington Ave NYC
7/3/2014,3:26:00 PM, 128 Fort Washington Ave NYC
7/3/2014,3:26:00 PM," 1695 Eastchester Rd Morris Park, BX"
7/3/2014,3:26:00 PM, 144 Seaman Ave NYC
7/3/2014,3:27:00 PM, 160 Fort Washington Ave NYC
7/3/2014,3:28:00 PM, 159-48 Harlem River Dr NYC
7/3/2014,3:29:00 PM, 2830 Briggs Ave Bronx
7/3/2014,3:29:00 PM, 34 Hillside Ave NYC
7/3/2014,3:30:00 PM,pj liquor 4898 Broadway NYC
7/3/2014,3:30:00 PM, 2541 7 Ave NYC
7/3/2014,3:30:00 PM," 99-45 67th Rd Forest Hills, QU"
7/3/2014,3:30:00 PM," 3225 Parkside Pl Williamsbridge, BX"
7/3/2014,3:35:00 PM,8 1400 Pelham Pky S Bronx
7/3/2014,3:36:00 PM,@ 8 1410 Pelham Pkwy S Bronx
7/3/2014,3:36:00 PM," 710 Gerard Ave Cortlandt, BX"
7/3/2014,3:36:00 PM, 170 Vermilyea Ave NYC
7/3/2014,3:36:00 PM," 765 Courtlandt Ave Cortlandt, BX"
7/3/2014,3:37:00 PM, 1350 Washington Ave Bronx
7/3/2014,3:38:00 PM, 557 Academy St NYC
7/3/2014,3:38:00 PM," 28 Bedford Park Blvd Jerome, BX"
7/3/2014,3:38:00 PM," 2257 University Ave Jerome, BX"
7/3/2014,3:40:00 PM," 2825 Webb Ave Jerome, BX"
7/3/2014,3:40:00 PM, 165 Hillside Ave NYC
7/3/2014,3:45:00 PM," 3071 Perry Ave Fordham, BX"
7/3/2014,3:45:00 PM," 2805 University Ave Jerome, BX"
7/3/2014,3:46:00 PM, 129 Sherman Ave NYC
7/3/2014,3:47:00 PM, 156 Summit Pl Bronx
7/3/2014,3:47:00 PM, 366 Wadsworth Ave NYC
7/3/2014,3:47:00 PM," 2750 Kingsbridge Ter Kingsbridge, BX"
7/3/2014,3:47:00 PM, 666 W 188 St NYC
7/3/2014,3:47:00 PM, 1515 Jarrett Pl Bronx
7/3/2014,3:48:00 PM," 780 Grand Concourse Cortlandt, BX"
7/3/2014,3:49:00 PM, 147 E 26 St NYC
7/3/2014,3:50:00 PM," 3444 Kossuth Ave Williamsbridge, BX"
7/3/2014,3:50:00 PM,land sea  Broadway NYC
7/3/2014,3:51:00 PM,"garden gourmey nw W 234th St Kingsbridge, BX"
7/3/2014,3:52:00 PM, 95 Lenox Ave NYC
7/3/2014,3:55:00 PM, 3036 Bailey Ave Bronx
7/3/2014,3:56:00 PM," 25 Cooper St MANHATTAN, NY"
7/3/2014,3:56:00 PM, 80 Seaman Ave NYC
7/3/2014,3:56:00 PM, 5141 Broadway NYC
7/3/2014,3:57:00 PM, 640 Riverside Dr NYC
7/3/2014,3:57:00 PM, 89 Thayer St NYC
7/3/2014,3:57:00 PM, 52 Sherman Ave NYC
7/3/2014,3:58:00 PM, 3018 Heath Ave Bronx
7/3/2014,3:59:00 PM," 2406 Webster Ave Fordham, BX"
7/3/2014,4:00:00 PM,dunking donut ne Broadway NYC
7/3/2014,4:00:00 PM, 189 W 89 St New York
7/3/2014,4:00:00 PM,MINI VAN  115 Payson Ave NYC
7/3/2014,4:01:00 PM, 100 Haven Ave NYC
7/3/2014,4:01:00 PM," 3228 Bainbridge Ave Williamsbridge, BX"
7/3/2014,4:02:00 PM," 1245 Grandview Pl High Bridge, BX"
7/3/2014,4:02:00 PM,base  4980 Broadway NYC
7/3/2014,4:02:00 PM, 151 Nagle Ave NYC
7/3/2014,4:03:00 PM,3rd floor 114 Amsterdam Ave New York
7/3/2014,4:04:00 PM, 137 Nagle Ave NYC
7/3/2014,4:04:00 PM, 603 Isham St NYC
7/3/2014,4:04:00 PM," 50 E 168th St High Bridge, BX"
7/3/2014,4:04:00 PM, 105 Post Ave NYC
7/3/2014,4:05:00 PM, 541 W 211 St NYC
7/3/2014,4:06:00 PM, 240 W 129 St NYC
7/3/2014,4:06:00 PM, 2861 exterior st Bronx
7/3/2014,4:06:00 PM, 730 Riverside Dr NYC
7/3/2014,4:07:00 PM, 231 Sherman Ave NYC
7/3/2014,4:07:00 PM, 582 St Nicholas Ave NYC
7/3/2014,4:07:00 PM, 639 W 204 St NYC
7/3/2014,4:08:00 PM,correo 90 Vermilyea Ave NYC
7/3/2014,4:08:00 PM, 80 Vandam St New York
7/3/2014,4:09:00 PM,"la bodega 2820   Bailey Ave Kingsbridge, BX"
7/3/2014,4:10:00 PM,212-659-8554 17 E 102 St NYC
7/3/2014,4:11:00 PM, 121 Vermilyea Ave NYC
7/3/2014,4:11:00 PM, 116 Seaman Ave NYC
7/3/2014,4:12:00 PM,rite aid pharmacy ne Broadway NYC
7/3/2014,4:13:00 PM, 1983 Sedgwick Ave Bronx
7/3/2014,4:13:00 PM, 514 W 211 St NYC
7/3/2014,4:13:00 PM, 139 Payson Ave NYC
7/3/2014,4:14:00 PM,supermarket 72 Nagle Ave NYC
7/3/2014,4:14:00 PM, 120 W 140 St NYC
7/3/2014,4:15:00 PM, 192 Nagle Ave NYC
7/3/2014,4:16:00 PM,"MORTON WILLIAM NW E Kingsbridge Rd Jerome, BX"
7/3/2014,4:16:00 PM, 545 W 164 St NYC
7/3/2014,4:17:00 PM,"deli ne Riverdale Ave Kingsbridge, BX"
7/3/2014,4:17:00 PM, 520 W 218 St NYC
7/3/2014,4:18:00 PM, 153 Bennett Ave NYC
7/3/2014,4:19:00 PM,los primos restaurant 4986 Broadway NYC
7/3/2014,4:19:00 PM, 4973 Broadway NYC
7/3/2014,4:20:00 PM,3rd Floor 123 W 124 St NYC
7/3/2014,4:21:00 PM, 18 Jacobus Pl NYC
7/3/2014,4:21:00 PM,LEBRON 3835 9 Ave NYC
7/3/2014,4:23:00 PM, 80 Bennett Ave NYC
7/3/2014,4:23:00 PM, 30 Post Ave NYC
7/3/2014,4:23:00 PM,pathmark 410 W 207 St NYC
7/3/2014,4:23:00 PM," 3050 Fairfield Ave Kingsbridge, BX"
7/3/2014,4:23:00 PM, 520 W 218 St NYC
7/3/2014,4:23:00 PM, 241 Sherman Ave NYC
7/3/2014,4:24:00 PM,"no le cobre 1004 Woodycrest Ave High Bridge, BX"
7/3/2014,4:24:00 PM, 26 Fort Charles Pl NYC
7/3/2014,4:24:00 PM,pathmark 410 W 207 St NYC
7/3/2014,4:26:00 PM, 570 W 204 St NYC
7/3/2014,4:26:00 PM, 3018 Heath Ave Bronx
7/3/2014,4:27:00 PM,base  4980 Broadway NYC
7/3/2014,4:27:00 PM," 909 Sheridan Ave Cortlandt, BX"
7/3/2014,4:30:00 PM,bakery 241 Sherman Ave NYC
7/3/2014,4:30:00 PM," 225 W 232nd St Kingsbridge, BX"
7/3/2014,4:30:00 PM, 241 Sherman Ave NYC
7/3/2014,4:30:00 PM,1st Floor 462 1st Ave New York
7/3/2014,4:31:00 PM,base  4980 Broadway NYC
7/3/2014,4:33:00 PM,base  4980 Broadway NYC
7/3/2014,4:34:00 PM, 65   Park Ter W NYC
7/3/2014,4:34:00 PM, 4401 Bronx Blvd Bronx
7/3/2014,4:35:00 PM," 3120 Kingsbridge Ave Kingsbridge, BX"
7/3/2014,4:35:00 PM," 3340 Fort Independence St Kingsbridge, BX"
7/3/2014,4:35:00 PM, 123 Vermilyea Ave NYC
7/3/2014,4:36:00 PM,esquina nw Fort Washington Ave NYC
7/3/2014,4:37:00 PM," 2800 Bailey Ave Kingsbridge, BX"
7/3/2014,4:38:00 PM," 432 E 156th St South Bronx, BX"
7/3/2014,4:38:00 PM,"bronx zoo  Southern Blvd Westfarms, BX"
7/3/2014,4:38:00 PM, 106 Morningside Dr NYC
7/3/2014,4:39:00 PM, 125 Post Ave NYC
7/3/2014,4:39:00 PM, 101 Post Ave NYC
7/3/2014,4:40:00 PM, 1281 St Nicholas Ave NYC
7/3/2014,4:40:00 PM, 70 Park Terrace E NYC
7/3/2014,4:40:00 PM, 127 Vermilyea Ave NYC
7/3/2014,4:40:00 PM, 300 Amsterdam Ave NYC
7/3/2014,4:40:00 PM,base  4980 Broadway NYC
7/3/2014,4:41:00 PM, 170 Nagle Ave NYC
7/3/2014,4:42:00 PM, 83 Vermilyea Ave NYC
7/3/2014,4:43:00 PM," 2779 Webster Ave Fordham, BX"
7/3/2014,4:43:00 PM, 120 Vermilyea Ave NYC
7/3/2014,4:44:00 PM, 25 Cumming St NYC
7/3/2014,4:44:00 PM, 69 Bennett Ave NYC
7/3/2014,4:45:00 PM, 258 Nagle Ave NYC
7/3/2014,4:45:00 PM, 1628 2 Ave NYC
7/3/2014,4:46:00 PM, 160 Vermilyea Ave NYC
7/3/2014,4:46:00 PM, 570 W 204 St NYC
7/3/2014,4:47:00 PM," 2550 University Ave Jerome, BX"
7/3/2014,4:48:00 PM, 3848 Broadway NYC
7/3/2014,4:48:00 PM,allen pav main 5141 Broadway NYC
7/3/2014,4:48:00 PM,base  4980 Broadway NYC
7/3/2014,4:50:00 PM, 2194 Amsterdam Ave NYC
7/3/2014,4:51:00 PM," 1051 Summit Ave High Bridge, BX"
7/3/2014,4:51:00 PM, 541 Isham St NYC
7/3/2014,4:52:00 PM," 1515 Blondell Ave Morris Park, BX"
7/3/2014,4:53:00 PM," 2509 Webster Ave Fordham, BX"
7/3/2014,4:54:00 PM, 10 post ave  NYC
7/3/2014,4:54:00 PM, 261 Seaman Ave NYC
7/3/2014,4:55:00 PM, 166 W 87 St NYC
7/3/2014,4:55:00 PM, 2  Henshaw St NYC
7/3/2014,4:57:00 PM,base  4980 Broadway NYC
7/3/2014,4:57:00 PM, 179 Sherman Ave NYC
7/3/2014,4:58:00 PM," 234 W 238th St Kingsbridge, BX"
7/3/2014,4:58:00 PM, 541 Isham St NYC
7/3/2014,5:00:00 PM,esquina nw   Broadway NYC
7/3/2014,5:03:00 PM, 184 Nagle Ave NYC
7/3/2014,5:03:00 PM, 504 W 157 St NYC
7/3/2014,5:05:00 PM, 10 Park Ter E NYC
7/3/2014,5:07:00 PM, 608 W 204 St NYC
7/3/2014,5:07:00 PM, 204 Sherman Ave NYC
7/3/2014,5:08:00 PM," 3765 Riverdale Ave Kingsbridge, BX"
7/3/2014,5:09:00 PM, 83 Post Ave NYC
7/3/2014,5:10:00 PM, 87 Ellwood St NYC
7/3/2014,5:10:00 PM, 514 W 213 St NYC
7/3/2014,5:10:00 PM," 2120 Hughes Ave Tremont, BX"
7/3/2014,5:10:00 PM, 87 Ellwood St NYC
7/3/2014,5:11:00 PM, 711 W 190 St NYC
7/3/2014,5:12:00 PM, 560 W 180 St NYC
7/3/2014,5:12:00 PM, 141 Convent Ave NYC
7/3/2014,5:13:00 PM," 2829 Sedgwick Ave Jerome, BX"
7/3/2014,5:14:00 PM, 601 W 110 St NYC
7/3/2014,5:14:00 PM, 21 Audubon Ave NYC
7/3/2014,5:15:00 PM, 506 W 177 St NYC
7/3/2014,5:16:00 PM, 3901 Broadway NYC
7/3/2014,5:17:00 PM,deli  Broadway NYC
7/3/2014,5:18:00 PM, 120   W 228 St NYC
7/3/2014,5:18:00 PM, 488 W 128 St NYC
7/3/2014,5:19:00 PM,base  4980 Broadway NYC
7/3/2014,5:19:00 PM,base  4980 Broadway NYC
7/3/2014,5:19:00 PM," 1501 Undercliff Ave Morris Heights, BX"
7/3/2014,5:20:00 PM,getty gas  Broadway NYC
7/3/2014,5:21:00 PM, 4980 Broadway NYC
7/3/2014,5:21:00 PM, 4026 Boston Rd Bronx
7/3/2014,5:22:00 PM, 1695 Eastchester Rd Bronx
7/3/2014,5:22:00 PM," 3192 Webster Ave Williamsbridge, BX"
7/3/2014,5:22:00 PM, 531 W 207 St NYC
7/3/2014,5:22:00 PM, 2532 Grand Concourse Bronx
7/3/2014,5:23:00 PM,clinic 4781 Broadway NYC
7/3/2014,5:24:00 PM, nw Broadway NYC
7/3/2014,5:24:00 PM, 34 Hillside Ave NYC
7/3/2014,5:24:00 PM, 2 Adrian Ave NYC
7/3/2014,5:24:00 PM, 181 Vermilyea Ave NYC
7/3/2014,5:25:00 PM,atras 150   W 225 St NYC
7/3/2014,5:26:00 PM,la marina 348 Dyckman St NYC
7/3/2014,5:27:00 PM,base  4980 Broadway NYC
7/3/2014,5:27:00 PM,base  4980 Broadway NYC
7/3/2014,5:27:00 PM, 666 W 207 St NYC
7/3/2014,5:27:00 PM," 210 W 251st St Riverdale, BX"
7/3/2014,5:28:00 PM, 608 W 204 St NYC
7/3/2014,5:28:00 PM, 108 West 227th St Bronx
